start_point,end_point,time_of_day,day_of_week,traffic_condition,event_count,is_holiday,vehicle_density,population_density,weather,public_transport_availability,historical_delay_factor,travel_time
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),evening,Tuesday,5.0,7,0,,,storm,1,0.9697546369801384,27.0692242609531
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),night,Wednesday,10.0,8,1,,high,storm,0,0.8942829622964523,17.244450202584652
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),day,Saturday,10.0,8,0,,low,,1,0.866145107917897,18.746923772489232
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),day,Wednesday,8.0,7,1,medium,high,rain,2,0.9426832240663425,56.36141176645516
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),night,Tuesday,9.0,7,0,,medium,storm,2,0.7738863479412182,9.787625128628607
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),day,Wednesday,5.0,8,1,high,medium,rain,2,0.9197001546973398,19.808029447089556
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),morning,Thursday,,8,1,,medium,storm,2,1.1774002960080456,16.876032528122533
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),day,Sunday,,7,1,high,medium,,2,1.021176031334794,35.88225513755321
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),day,Tuesday,10.0,8,0,low,low,,2,0.993554816927854,10.382716278359633
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),day,Sunday,9.0,9,1,low,low,,0,0.9117764932584862,19.50037953874498
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),day,Friday,,7,0,medium,,fog,2,1.2364127145085702,23.634674129684598
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),day,Sunday,10.0,7,0,,medium,,2,1.0930799759039158,42.080370551791574
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),morning,Saturday,,7,1,medium,medium,clear,1,1.0100979968454908,54.98052002693876
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),night,Sunday,,7,1,medium,low,storm,2,0.8821037706647233,8.028362606584292
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),evening,Tuesday,,9,1,,medium,rain,1,1.1557263039748877,45.81028310460174
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),day,Tuesday,,7,1,,medium,clear,2,0.9896440025123954,11.431623556008308
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),day,Wednesday,,8,1,medium,,,2,0.793620771777694,14.370050934378554
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),evening,Thursday,,7,1,low,,,1,1.2049361533738558,44.23465518968005
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),morning,Friday,,9,1,medium,,storm,1,0.8490679047031513,20.497438734389352
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),night,Tuesday,5.0,8,1,low,medium,storm,2,1.1722592518085708,14.75018878529892
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),day,Friday,,7,0,medium,high,,2,0.901477987630167,22.87300182841428
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),night,Thursday,5.0,7,1,,medium,,2,0.7744395893160313,24.36518653027436
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),day,Monday,,8,0,,high,,2,0.7974920566116028,37.70538818530248
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),evening,Thursday,9.0,9,1,,low,clear,0,1.244731148866562,15.746164842149765
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),day,Wednesday,,8,0,high,medium,,1,0.914105120633659,17.30580694049454
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),morning,Monday,9.0,7,0,,,,2,0.806529363076955,18.150654784949577
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),night,Tuesday,9.0,7,1,high,,fog,2,0.8367531025673993,19.620113868109424
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),evening,Wednesday,9.0,9,1,medium,,fog,1,0.9455143562976005,48.84575957424492
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),day,Saturday,5.0,7,1,,,storm,2,1.112231902479459,24.43639385876908
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),morning,Tuesday,,9,0,,,,2,1.0635852304853244,31.715447960426808
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),day,Thursday,5.0,9,1,,,,2,0.7509704798531692,14.13133765171456
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),day,Monday,,47,0,,medium,rain,1,0.9930596808912235,14.7009558610907
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),night,Monday,,8,0,,,fog,2,0.9276707845812683,28.49901313319499
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),evening,Sunday,5.0,9,1,low,,rain,1,0.9548798021974175,41.280488296844254
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),day,Wednesday,9.0,7,0,,low,rain,2,1.024753537391625,33.70682162411165
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),day,Friday,10.0,7,1,medium,low,storm,2,1.1389231133154931,45.29414336070686
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),evening,Monday,10.0,9,1,,,,1,0.7514425281597917,22.031010995042493
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),morning,Monday,9.0,8,0,high,low,,2,1.19267681392752,24.084357657290717
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),morning,Saturday,,9,1,low,medium,rain,0,0.8525708825387244,20.127972858748155
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),day,Saturday,9.0,9,1,low,low,fog,2,0.9199699788875144,41.087940297456925
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),night,Friday,9.0,7,1,medium,low,clear,2,1.1570384909648772,45.25963018400712
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),morning,Saturday,10.0,7,0,medium,,storm,2,1.1934158109442026,53.71480564986457
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),day,Thursday,,7,0,low,,,1,1.2438497562547233,33.73370358545652
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),morning,Tuesday,9.0,8,0,,medium,storm,1,1.0405319336628394,43.004098692297205
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),day,Thursday,,8,0,,medium,,2,0.803258804331145,23.359799977046542
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),day,Saturday,9.0,8,0,low,medium,,0,1.0628718042718912,20.76051713856186
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),morning,Monday,9.0,8,0,high,low,,2,0.9592634120276076,23.208769997945573
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),day,Monday,,7,1,medium,low,clear,2,0.8918404754226992,36.835385769684045
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),day,Tuesday,10.0,7,1,,high,storm,2,1.0056242327624596,49.69525603358926
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),night,Monday,,7,0,medium,high,,2,0.8462468644780815,36.22800440951787
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),day,Monday,5.0,8,0,,,storm,1,1.1680832263590828,25.568430047927713
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),night,Thursday,,9,0,,low,,2,0.7639267841749753,43.577763720954664
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),morning,Friday,,9,0,,,fog,1,0.8033904765080375,30.828663694378672
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),evening,Saturday,10.0,9,0,,,fog,1,1.1520303446866826,30.252858659713247
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),day,Saturday,10.0,7,1,,low,storm,1,1.222565107884822,47.93388861286618
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),morning,Thursday,,7,0,low,medium,,2,1.0580371703047122,38.841698939143555
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),day,Saturday,10.0,8,1,,,rain,2,1.190551307927252,41.37461215355447
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),evening,Sunday,,9,1,low,high,clear,2,0.9365570179922494,67.81181980268592
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),morning,Saturday,,9,1,medium,low,,2,1.0489354145469283,44.949990214079385
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),day,Wednesday,,9,1,low,medium,storm,1,0.7858172956899284,41.946825352877156
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),morning,Friday,5.0,7,0,low,low,,2,1.0485027022270357,68.44556835784674
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),night,Monday,,9,1,,,rain,1,1.024104979308837,10.68727333409527
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),night,Thursday,5.0,9,0,,medium,fog,2,1.1690220216615361,8.023613036623074
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),evening,Tuesday,9.0,7,1,low,medium,,1,0.8956586105407853,30.105107385039904
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),morning,Friday,9.0,9,0,medium,,rain,1,0.8128462336561681,22.422135812782525
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),evening,Tuesday,,7,0,medium,low,storm,2,1.1694980148471017,15.532605728229592
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),morning,Saturday,9.0,7,1,low,,clear,2,0.8852509432694444,58.59332086671259
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),day,Monday,,9,1,high,low,,2,1.1740681399823147,38.28243352286146
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),evening,Tuesday,5.0,9,0,,,,2,1.1900924768941032,14.89103601384288
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),day,Wednesday,,9,1,,,,2,0.8501978148661926,37.79862866842709
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),evening,Sunday,9.0,7,1,,medium,,2,0.8235620144973512,73.24484647149092
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),day,Saturday,8.0,8,0,low,,fog,1,0.9362139404349354,46.848289896382155
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),day,Tuesday,,9,1,high,high,rain,2,0.9291160038083994,22.347233444657597
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),evening,Sunday,9.0,9,1,,,storm,1,0.9496582642946667,22.51963366604182
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),morning,Sunday,10.0,7,1,medium,,clear,1,0.7738083113313922,51.99155511037701
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),morning,Tuesday,,9,1,medium,medium,storm,1,0.7874185870130939,20.272361424704933
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),morning,Wednesday,5.0,7,0,medium,medium,,2,1.1115581471433171,41.11142547926896
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),day,Wednesday,9.0,7,0,low,medium,storm,1,0.8356613583734566,21.534247593577106
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),day,Sunday,,9,0,,low,rain,1,0.7787334530840138,16.857950114400584
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),night,Sunday,5.0,7,0,,,,1,1.097773011096098,24.540413825837707
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),evening,Sunday,10.0,8,1,high,high,fog,2,1.032707504974398,46.69167755099538
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),day,Wednesday,9.0,7,1,medium,,,0,1.1412109111491877,15.04938353980793
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),night,Saturday,,9,0,medium,low,,2,1.2315083077893574,15.063354633467712
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),morning,Tuesday,,8,0,high,medium,rain,2,0.7579380411931419,21.49013407371176
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),day,Monday,,9,0,low,,storm,0,1.146865099007451,10.231900471651826
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),day,Monday,9.0,9,0,high,medium,clear,2,1.067211068057016,16.606103396387095
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),night,Thursday,,8,1,medium,low,,1,0.9524912880643428,15.262630570955485
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),morning,Thursday,10.0,8,0,,medium,storm,1,0.9967572878091189,26.67416761655169
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),evening,Sunday,9.0,9,0,,medium,fog,1,0.9913347027349255,60.29062712870045
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),night,Tuesday,9.0,9,0,low,medium,,1,1.0408518057501253,17.568749848720977
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),morning,Saturday,9.0,9,1,,high,clear,2,0.8176415004885536,42.95710552417944
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),morning,Thursday,,9,1,medium,medium,rain,2,0.864051552970553,22.026882308694006
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),evening,Wednesday,,9,1,medium,low,,1,1.1737754338859439,49.88043424043988
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),evening,Saturday,10.0,7,0,low,low,clear,2,0.8242163332678436,50.80432841384692
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),evening,Friday,,7,0,,medium,,2,0.9541143116430008,70.75712321421261
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),evening,Friday,5.0,8,1,,low,fog,2,0.9900718882141508,42.81419796062633
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),night,Thursday,9.0,9,1,medium,high,fog,2,1.2470227210926585,15.246365772184344
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),day,Monday,9.0,9,1,,medium,,2,0.778694082318183,18.186707979598783
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),night,Thursday,10.0,7,1,low,medium,,1,1.038929731071256,30.809460079983612
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),evening,Saturday,,9,1,high,,,1,0.9507465135149624,21.805731165442708
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),day,Wednesday,9.0,7,0,low,low,,2,0.7792399105660563,37.42862812934462
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),evening,Monday,9.0,8,0,medium,low,,1,1.1044819037003206,13.38538364244924
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),night,Wednesday,9.0,9,1,,medium,fog,1,1.0463777568921973,29.366141211361064
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),morning,Thursday,,9,1,medium,low,clear,0,0.9357689114323453,14.553795568462455
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),evening,Thursday,9.0,9,1,low,high,,1,0.9419547595168434,28.042762161157853
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),night,Wednesday,3.0,9,1,,medium,storm,1,0.8729079969420115,20.28275161821071
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),evening,Tuesday,9.0,9,0,,medium,,1,1.235457590575062,18.848641392301577
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),day,Saturday,9.0,8,0,high,,fog,1,1.1454797395629557,21.186172372450184
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),day,Thursday,9.0,7,0,,,storm,1,1.1854172596093577,35.3980419170677
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),morning,Wednesday,,8,1,medium,,rain,2,0.9390466383791416,31.526813876340604
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),morning,Friday,9.0,8,0,medium,medium,storm,2,1.1186091217782523,54.21835419302582
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),day,Thursday,10.0,8,0,high,,fog,2,1.2257577189702098,23.594533926960192
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),night,Wednesday,5.0,9,0,medium,low,storm,1,1.018054566509783,22.312910546157696
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),evening,Monday,9.0,7,1,high,medium,,1,0.9292809801749669,22.951181356829885
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),day,Thursday,,7,1,medium,high,,2,0.8022594304709255,31.024193067431664
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),day,Sunday,10.0,7,0,medium,,,2,0.9881573801452257,15.076354348733336
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),night,Saturday,9.0,8,0,,low,,1,1.1270061865838636,12.90855783881249
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),day,Tuesday,10.0,9,1,,,rain,2,1.0438068603874144,50.50706755607779
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),evening,Friday,9.0,8,1,high,low,clear,2,1.0720111763371087,35.761149920320086
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),night,Tuesday,9.0,9,0,medium,low,clear,2,0.8554494839856257,13.049742438846863
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),night,Thursday,,8,0,,medium,rain,1,0.8144734649973557,32.00467383354891
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),night,Thursday,10.0,7,1,low,medium,,1,0.9077245772902318,25.878858395809424
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),evening,Friday,9.0,7,0,medium,medium,,1,0.968736279556107,34.05666419362311
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),morning,Sunday,9.0,8,1,medium,medium,clear,2,0.8374702823644848,31.537465161162075
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),day,Monday,,7,0,high,medium,clear,1,1.0959782515818712,17.458701142761186
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),night,Tuesday,9.0,8,1,,low,fog,0,0.87295381268808,13.037782855602062
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),night,Saturday,,7,0,high,,rain,1,1.0843646062479535,17.636826309408335
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),evening,Tuesday,,7,1,medium,,,2,1.0847473261663807,18.26531999217938
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),evening,Sunday,9.0,7,0,,medium,storm,1,0.8540353455228612,56.49346821015587
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),morning,Monday,10.0,7,0,,medium,fog,2,1.1519533250862852,63.426481174048085
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),morning,Thursday,,8,1,,,rain,1,1.1695991573058342,48.03236060096626
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),morning,Thursday,9.0,9,0,high,medium,clear,2,0.9765489623962231,27.53711166212909
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),morning,Saturday,9.0,7,0,high,high,rain,2,1.0725439191525803,40.00527210765393
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),morning,Tuesday,9.0,9,0,high,,rain,2,1.099137380979731,21.55757285959167
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),day,Monday,10.0,47,0,,,,2,1.1383960104353237,17.589844757966826
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),evening,Friday,9.0,9,1,high,,clear,2,0.7864264544071081,25.68350123225428
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),morning,Monday,9.0,7,0,low,medium,storm,0,0.9189454570929244,21.221561532031206
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),day,Sunday,,7,0,low,,,2,1.2360594711165283,65.36065413080371
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),evening,Monday,10.0,8,1,medium,,clear,1,1.1401628011482088,28.709411124939415
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),day,Wednesday,10.0,7,1,,low,clear,2,0.8262971937405272,56.16549407737413
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),morning,Wednesday,,9,0,low,high,rain,2,0.9086289832693484,63.26028796348708
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),morning,Monday,,7,0,,,,2,1.0389983764858632,42.96011292794343
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),night,Wednesday,9.0,8,0,medium,,,2,0.8147922571491066,10.239900580204626
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),night,Monday,9.0,8,0,,medium,fog,2,0.7737927393371368,11.121837570228784
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),evening,Wednesday,9.0,7,0,medium,medium,clear,1,0.7810602571432217,19.177400636639398
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),night,Thursday,9.0,8,1,medium,medium,,1,0.7548450747788946,19.898068151481986
